,Country,Year,AverageTemperature,AverageTemperatureUncertainty,Continent,ISO 3166-1 alpha-3,EmissionsTotal,Coal,Oil,Gas,Cement,Flaring,Other,Per Capita
8182,Lithuania,1989,8.1175,0.2504166666666667,Europe,LTU,36.790235,3.934982,21.89898,8.6741,1.67968,0.602492,,9.750458
8183,Luxembourg,1989,10.594333333333333,0.23458333333333334,Europe,LUX,9.846277,4.352832,4.078032,0.926992,0.488421,0.0,,26.12098
8184,Macau,1989,22.82875,0.25183333333333335,Asia,MAC,1.029584,0.0,1.029584,0.0,0.0,0.0,,3.052102
8185,Macedonia,1989,10.59025,0.38200000000000006,Europe,MKD,14.338672,8.74195,5.1942,0.0,0.38069,0.021832,,7.030739
8186,Madagascar,1989,22.933083333333332,0.28400000000000003,Africa,MDG,0.925801,0.033106,0.868122,0.0,0.024573,0.0,,0.080248
8187,Malawi,1989,21.536833333333334,0.306,Africa,MWI,0.558211,0.029312,0.498304,0.0,0.030595,0.0,,0.060841
8188,Malaysia,1989,26.106083333333334,0.18841666666666668,Asia,MYS,50.08387,4.803504,32.345792,6.891984,2.631406,3.411184,,2.942623
8189,Mali,1989,28.77316666666667,0.32608333333333334,Africa,MLI,0.415882,0.0,0.406704,0.0,0.009178,0.0,,0.047399
8190,Malta,1989,18.969416666666667,0.3854166666666667,Europe,MLT,2.169088,0.685168,1.48392,0.0,0.0,0.0,,5.993711
8191,Martinique,1989,26.378666666666664,0.2776666666666667,North America,MTQ,1.421632,0.0,1.421632,0.0,0.0,0.0,,3.858852
8192,Mauritania,1989,28.215999999999998,0.433,Africa,MRT,2.80296,0.014656,2.788304,0.0,0.0,0.0,,1.43371
8193,Mauritius,1989,23.76008333333333,0.33308333333333334,Africa,MUS,1.051568,0.197856,0.853712,0.0,0.0,0.0,,0.976422
8194,Mayotte,1989,26.39108333333333,0.34441666666666665,Africa,MYT,0.0,,,,0.0,,,0.0
8195,Mexico,1989,20.96516666666667,0.24758333333333335,North America,MEX,323.480321,12.329485,247.677918,51.277986,10.121087,2.073845,,4.031724
8196,Moldova,1989,10.511166666666666,0.21358333333333335,Europe,MDA,38.121329,8.747504,18.841251,9.285059,0.992853,0.254662,,8.548566
8197,Mongolia,1989,0.6739166666666662,0.30333333333333334,Asia,MNG,10.459013,7.848288,2.45488,0.0,0.155845,0.0,,4.931577
8198,Montenegro,1989,10.554333333333334,0.36074999999999996,Europe,MNE,1.936169,1.415193,0.517456,0.0,0.0,0.00352,,3.133669
8199,Montserrat,1989,26.635666666666665,0.24950000000000003,North America,MSR,0.029312,0.0,0.029312,0.0,0.0,0.0,,2.690655
8200,Morocco,1989,18.530333333333335,0.3799166666666667,Africa,MAR,22.660664,4.778621,15.911634,0.117267,1.853143,0.0,,0.938403
8201,Mozambique,1989,23.79625,0.24016666666666667,Africa,MOZ,1.034531,0.168544,0.835392,0.0,0.030595,0.0,,0.079047
8202,Namibia,1989,20.721083333333336,0.6066666666666667,Africa,NAM,0.0,,,,,,,0.0
8203,Nepal,1989,15.03575,0.44658333333333333,Asia,NPL,0.893564,0.216176,0.58624,0.0,0.091148,0.0,,0.046673
8204,Netherlands,1989,10.932,0.21791666666666665,Europe,NLD,161.664236,30.5944,53.542032,76.81576,0.462892,0.249152,,10.886316
8205,New Caledonia,1989,23.167916666666667,0.379,Oceania,NCL,1.639517,0.548379,1.063855,0.0,0.027284,0.0,,9.468439
8206,New Zealand,1989,11.279833333333334,0.26825,Oceania,NZL,25.453206,4.181228,11.9427,8.897476,0.431802,0.0,,7.634996
8207,Nicaragua,1989,26.15525,0.3658333333333333,North America,NIC,1.468317,0.0,1.41064,0.0,0.057677,0.0,,0.355572
8208,Niger,1989,27.166083333333333,0.3734166666666667,Africa,NER,1.038158,0.454336,0.571584,0.0,0.012238,0.0,,0.127914
8209,Nigeria,1989,26.376166666666666,0.31283333333333335,Africa,NGA,42.119387,0.142896,32.576624,7.943552,1.456315,0.0,,0.454146
8210,Niue,1989,25.484666666666666,0.365,Oceania,NIU,0.003664,0.0,0.003664,0.0,0.0,0.0,,1.43125
8211,North Korea,1989,8.203833333333334,0.25225000000000003,Asia,PRK,209.248806,192.151152,14.172352,0.0,2.925302,0.0,,10.209766
8212,Norway,1989,1.4923333333333335,0.26591666666666663,Europe,NOR,34.233913,4.004059,20.112911,7.831556,0.691218,1.594169,,8.099057
8213,Oman,1989,26.674666666666667,0.4093333333333333,Asia,OMN,9.985697,0.0,3.788576,4.455424,0.400673,1.341024,,5.826512
8214,Pakistan,1989,20.650000000000002,0.32808333333333334,Asia,PAK,60.316616,7.082512,29.418256,20.950752,2.865096,0.0,,0.540131
8215,Palau,1989,27.6095,0.6285833333333334,Oceania,PLW,0.0,,,,,,,0.0
8216,Panama,1989,26.526416666666666,0.2905,North America,PAN,2.510273,0.029269,2.30497,0.102443,0.073591,0.0,,1.046586
8217,Papua New Guinea,1989,24.892,0.26666666666666666,Oceania,PNG,2.03352,0.003664,2.029856,0.0,0.0,0.0,,0.540239
8218,Paraguay,1989,23.372333333333334,0.27658333333333335,South America,PRY,2.223418,0.0,2.081152,0.0,0.142266,0.0,,0.562707
8219,Peru,1989,20.017166666666668,0.2945,South America,PER,21.762108,0.688832,18.554496,1.077216,0.987228,0.454336,,1.006372
8220,Philippines,1989,26.732166666666668,0.23199999999999998,Asia,PHL,38.906538,3.330264,33.973089,0.0,1.603185,0.0,,0.647069
8221,Poland,1989,9.423416666666666,0.3075,Europe,POL,422.175098,355.924624,39.453952,19.52912,7.267402,0.0,,11.12773
8222,Portugal,1989,16.062083333333334,0.29591666666666666,Europe,PRT,40.822222,9.56304,28.630496,0.0,2.628686,0.0,,4.073946
8223,Puerto Rico,1989,25.617416666666667,0.23616666666666666,North America,PRI,0.0,,,,,,,0.0
8224,Qatar,1989,26.753249999999998,0.5310833333333334,Asia,QAT,14.29237,0.0,2.641744,11.52328,0.127346,0.0,,33.479746
8225,Reunion,1989,23.5765,0.34933333333333333,Africa,REU,1.388656,0.0,1.388656,0.0,0.0,0.0,,2.149263
8226,Romania,1989,9.678749999999999,0.22541666666666668,Europe,ROU,213.59949,83.572176,57.209696,66.57488,6.242738,0.0,,9.373316
8227,Russia,1989,-4.07325,0.21283333333333332,Europe,RUS,2404.824661,882.512192,714.897464,749.210882,35.793898,22.410226,,16.321434
8228,Rwanda,1989,19.187416666666667,0.5238333333333333,Africa,RWA,0.684248,0.0,0.65568,0.0,0.028568,0.0,,0.095807
8229,Saint Kitts And Nevis,1989,26.088916666666666,0.23891666666666667,North America,KNA,0.065952,0.0,0.065952,0.0,0.0,0.0,,1.608899
8230,Saint Lucia,1989,26.916,0.2554166666666667,North America,LCA,0.16488,0.0,0.16488,0.0,0.0,0.0,,1.173882
8231,Saint Pierre And Miquelon,1989,4.412833333333333,0.26058333333333333,North America,SPM,0.102592,0.0,0.102592,0.0,0.0,0.0,,16.23548
8232,Saint Vincent And The Grenadines,1989,27.041083333333333,0.25675,North America,VCT,0.076944,0.0,0.076944,0.0,0.0,0.0,,0.685043
8233,Samoa,1989,26.477333333333334,0.33483333333333337,Oceania,WSM,0.084272,0.0,0.084272,0.0,0.0,0.0,,0.50196
8234,Sao Tome And Principe,1989,25.96941666666667,0.43225,Africa,STP,0.047632,0.0,0.047632,0.0,0.0,0.0,,0.405569
8235,Saudi Arabia,1989,25.479,0.38125000000000003,Asia,SAU,203.423891,0.0,133.404977,56.580506,5.553338,7.88507,,13.249585
8236,Senegal,1989,28.275833333333335,0.33116666666666666,Africa,SEN,3.661877,0.0,3.488128,0.014656,0.159093,0.0,,0.500131
8237,Serbia,1989,10.607416666666667,0.28150000000000003,Europe,SRB,56.793305,40.974247,8.681105,5.60566,1.438227,0.094065,,7.118849
8238,Seychelles,1989,26.9445,0.5621666666666667,Africa,SYC,0.234496,0.0,0.234496,0.0,0.0,0.0,,3.333608
8239,Sierra Leone,1989,26.362333333333336,0.2734166666666667,Africa,SLE,0.373728,0.0,0.373728,0.0,0.0,0.0,,0.089857
8240,Singapore,1989,26.792333333333335,0.26533333333333337,Asia,SGP,41.003824,0.043968,40.959856,0.0,0.0,0.0,,13.919924
8241,Sint Maarten,1989,26.84658333333333,0.28941666666666666,North America,SXM,0.53272,0.0,0.53272,0.0,0.0,0.0,,20.527144
8242,Slovakia,1989,8.72625,0.28750000000000003,Europe,SVK,55.249749,32.399445,11.15258,10.12081,1.576915,0.0,,10.533557
8243,Slovenia,1989,10.528,0.287,Europe,SVN,16.064745,6.607935,7.596073,1.359458,0.477201,0.024078,,8.11277
8244,Solomon Islands,1989,26.99191666666667,0.48866666666666664,Oceania,SLB,0.161216,0.0,0.161216,0.0,0.0,0.0,,0.512513
8245,Somalia,1989,26.858,0.5195833333333333,Africa,SOM,0.952072,0.0,0.930656,0.0,0.021416,0.0,,0.135326
8246,South Africa,1989,17.406166666666667,0.255,Africa,ZAF,340.711043,283.952672,52.875184,0.0,3.883187,0.0,,8.811033
8247,South Korea,1989,12.951833333333333,0.20775,Asia,KOR,223.510385,96.027959,107.45679,5.598402,14.427235,0.0,,5.130208
8248,Spain,1989,15.045916666666665,0.23641666666666664,Europe,ESP,224.885414,75.42466,127.150185,10.123796,12.040211,0.146562,,5.788956
8249,Sri Lanka,1989,27.29125,0.3213333333333333,Asia,LKA,3.447011,0.003664,3.27928,0.0,0.164067,0.0,,0.202878
8250,Sudan,1989,26.73183333333333,0.39775,Africa,SDN,3.430803,0.0,3.369046,0.0,0.061757,0.0,,0.16559
8251,Suriname,1989,26.358666666666668,0.23583333333333334,South America,SUR,1.85176,0.0,1.828336,0.0,0.023424,0.0,,4.534626
8252,Swaziland,1989,19.227166666666665,0.3305,Africa,SWZ,0.436016,0.436016,0.0,0.0,0.0,0.0,,0.527895
8253,Sweden,1989,4.409083333333333,0.24475,Europe,SWE,55.520775,10.794144,42.531712,0.948976,1.245943,0.0,,6.52803
8254,Switzerland,1989,8.135916666666667,0.241,Europe,CHE,39.419076,1.377792,31.846783,3.488452,2.706049,0.0,,5.931063
8255,Syria,1989,18.60125,0.28850000000000003,Asia,SYR,34.271281,0.0,27.414804,2.846626,1.478296,2.531555,,2.847848
8256,Taiwan,1989,22.184250000000002,0.20466666666666666,Asia,TWN,123.126425,43.684573,68.005482,2.546404,8.889965,0.0,,6.034312
8257,Tajikistan,1989,4.03625,0.4145833333333333,Asia,TJK,12.59509,2.038952,5.863822,4.27531,0.271041,0.145965,,2.392533
8258,Tanzania,1989,22.308000000000003,0.35541666666666666,Africa,TZA,2.161598,0.007328,1.930928,0.0,0.223342,0.0,,0.084693
8259,Thailand,1989,26.320916666666665,0.21083333333333332,Asia,THA,76.824937,9.933104,51.160432,10.248208,5.483193,0.0,,1.414199
8260,Timor Leste,1989,26.464583333333334,0.3718333333333333,Asia,TLS,0.0,,,,,,,0.0
8261,Togo,1989,27.0725,0.30516666666666664,Africa,TGO,1.024183,0.0,0.6412,0.0,0.382983,0.0,,0.272124
8262,Tonga,1989,23.75366666666667,0.3615,Oceania,TON,0.069616,0.0,0.069616,0.0,0.0,0.0,,0.707631
8263,Trinidad And Tobago,1989,26.32875,0.3565833333333333,North America,TTO,16.105027,0.0,2.223543,9.509584,0.166583,4.205317,,12.82033
8264,Tunisia,1989,20.74641666666667,0.298,Africa,TUN,13.140447,0.296702,8.113512,3.15383,1.543436,0.032967,,1.591548
8265,Turkey,1989,12.1755,0.20241666666666666,Asia,TUR,137.569948,58.722928,63.14904,5.474016,10.223964,0.0,,2.580796
8266,Turkmenistan,1989,15.663499999999999,0.26675,Asia,TKM,37.636773,1.443895,9.874115,25.287775,0.633468,0.397521,,10.393158
8267,Turks And Caicas Islands,1989,26.957333333333334,0.6299166666666667,North America,TCA,0.0,,,,,,,0.0
8268,Uganda,1989,22.961083333333335,0.4615,Africa,UGA,0.800488,0.0,0.795088,0.0,0.0054,0.0,,0.047009
8269,Ukraine,1989,9.52375,0.22924999999999998,Europe,UKR,683.654316,322.270324,164.306646,180.258807,9.725281,7.093259,,13.276248
8270,United Arab Emirates,1989,27.585250000000002,0.2916666666666667,Asia,ARE,54.186135,0.0,19.521792,31.059728,1.431863,2.172752,,30.240498
8271,United Kingdom,1989,9.5875,0.23416666666666666,Europe,GBR,581.5761,245.895033,222.612606,104.710452,8.358009,0.0,,10.189486
8272,United States,1989,8.873083333333334,0.18491666666666665,North America,USA,5132.134279,1813.144,2239.733,1026.955,33.264207,7.595472,11.4426,20.951413
8273,Uruguay,1989,18.1005,0.34325,South America,URY,4.852638,0.0,4.59832,0.0,0.254318,0.0,,1.566434
8274,Uzbekistan,1989,12.9655,0.28191666666666665,Asia,UZB,104.075029,7.80534,31.266144,60.140139,2.723627,2.139779,,5.177115
8275,Venezuela,1989,25.086250000000003,0.42450000000000004,South America,VEN,108.571086,1.02592,60.7308,39.047248,2.051278,5.71584,,5.632656
8276,Vietnam,1989,23.886916666666668,0.2535,Asia,VNM,17.397909,8.53712,7.379296,0.014656,0.895253,0.571584,,0.265753
8277,Yemen,1989,25.894499999999997,0.645,Asia,YEM,9.935053,0.0,9.639984,0.0,0.295069,0.0,,0.771813
8278,Zambia,1989,21.644000000000002,0.5475,Africa,ZMB,2.570005,0.875696,1.535216,0.0,0.159093,0.0,,0.343066
8279,Zimbabwe,1989,21.43225,0.24083333333333334,Africa,ZWE,16.113654,13.61176,2.202064,0.0,0.29983,0.0,,1.636511
8280,Afghanistan,1990,14.993333333333332,0.36241666666666666,Asia,AFG,2.024326,0.278464,1.271408,0.40304,0.045766,0.025648,,0.189281
8281,Albania,1990,13.468666666666666,0.3388333333333333,Europe,ALB,5.520602,2.498848,2.172752,0.465328,0.383674,0.0,,1.675415
8282,Algeria,1990,24.014416666666666,0.3979166666666667,Africa,DZA,76.737628,2.942192,23.204112,38.908016,2.988636,8.694672,,3.007187
8283,Andorra,1990,12.455583333333335,0.2816666666666667,Europe,AND,0.406704,0.0,0.406704,0.0,0.0,0.0,,7.592152
8284,Angola,1990,22.466416666666664,0.4661666666666667,Africa,AGO,5.089864,0.0,2.475087,1.010539,0.106737,1.497501,,0.4303
8285,Anguilla,1990,27.09875,0.25725000000000003,North America,AIA,0.051296,0.0,0.051296,0.0,0.0,0.0,,6.16835
8286,Antigua And Barbuda,1990,26.93466666666667,0.26291666666666663,North America,ATG,0.21984,0.0,0.21984,0.0,0.0,0.0,,3.47145
8287,Argentina,1990,15.155083333333332,0.23375,South America,ARG,112.079088,3.070432,59.188256,43.213216,1.822,4.785184,,3.434042
8288,Armenia,1990,9.258083333333333,0.33616666666666667,Asia,ARM,8.94492,0.694495,3.639659,4.198718,0.31549,0.096559,,2.515063
8289,Aruba,1990,28.243333333333336,0.3646666666666667,North America,ABW,0.487312,0.0,0.487312,0.0,0.0,0.0,,7.415875
8290,Australia,1990,22.35575,0.18575,,AUS,278.154156,141.879819,88.84209,34.454816,3.462872,7.272496,2.242063,16.315938
8291,Austria,1990,7.344,0.2748333333333333,Europe,AUT,62.145248,18.138573,28.899433,11.836296,2.033412,0.102161,1.135374,8.093169
8292,Azerbaijan,1990,11.991999999999999,0.3735833333333333,Asia,AZE,51.325839,0.342519,22.473634,27.840652,0.47797,0.191063,,6.909932
8293,Bahamas,1990,25.992333333333335,0.2571666666666667,North America,BHS,2.022528,0.003664,2.018864,0.0,0.0,0.0,,7.472054
8294,Bahrain,1990,26.344583333333333,0.68275,Asia,BHR,12.405777,0.0,1.890624,10.453392,0.061761,0.0,,23.976315
8295,Bangladesh,1990,25.281750000000002,0.3485833333333333,Asia,BGD,14.081596,1.069611,5.337065,7.57519,0.099731,0.0,,0.131422
8296,Barbados,1990,26.94316666666667,0.26966666666666667,North America,BRB,1.070082,0.0,0.919664,0.051296,0.099122,0.0,,4.133696
8297,Belarus,1990,7.757416666666667,0.2373333333333333,Europe,BLR,108.345055,10.191821,66.944417,26.588991,0.984866,0.007183,3.627777,10.389298
8298,Belgium,1990,10.935333333333332,0.22983333333333333,Europe,BEL,120.292644,41.393525,53.486734,19.846452,2.823783,0.084904,2.657245,12.078108
8299,Belize,1990,25.550333333333338,0.2890833333333333,North America,BLZ,0.31144,0.0,0.31144,0.0,0.0,0.0,,1.705689
8300,Benin,1990,27.793833333333335,0.424,Africa,BEN,0.579346,0.0,0.505632,0.0,0.073714,0.0,,0.112858
8301,Bhutan,1990,12.205583333333335,0.336,Asia,BTN,0.12824,0.047632,0.080608,0.0,,0.0,,0.229639
8302,Bolivia,1990,21.326083333333333,0.32,South America,BOL,10.006868,0.0,3.264624,1.436288,0.2533,5.052656,,1.410174
8303,"Bonaire, Saint Eustatius And Saba",1990,27.651750000000003,0.3189166666666667,North America,BES,0.06906,0.0,0.06906,0.0,0.0,0.0,,5.479222
8304,Bosnia And Herzegovina,1990,11.564250000000001,0.39275,Europe,BIH,19.412494,15.439632,3.053039,0.789371,0.098279,0.032173,,4.319349
8305,Botswana,1990,22.944833333333335,0.4330833333333333,Africa,BWA,2.700368,1.747728,0.95264,0.0,,0.0,,2.012986
8306,Brazil,1990,25.27491666666667,0.21725000000000003,South America,BRA,218.658,37.094715,151.775296,7.483989,11.062,7.554,3.688,1.450887
8307,British Virgin Islands,1990,26.82166666666667,0.27899999999999997,North America,VGB,0.065952,0.0,0.065952,0.0,0.0,0.0,,4.22309
8308,Bulgaria,1990,11.597666666666667,0.294,Europe,BGR,76.699197,34.726386,26.467954,12.102421,2.142418,0.12458,1.135438,8.747849
8309,Burkina Faso,1990,28.80633333333333,0.32241666666666663,Africa,BFA,0.582576,0.0,0.582576,0.0,,0.0,,0.063799
8310,Burundi,1990,20.409333333333333,0.46891666666666665,Africa,BDI,0.208848,0.014656,0.194192,0.0,,0.0,,0.038085
8311,Cambodia,1990,27.259333333333334,0.2768333333333333,Asia,KHM,1.260416,0.0,1.260416,0.0,0.0,0.0,,0.141448
8312,Cameroon,1990,24.889666666666667,0.48266666666666663,Africa,CMR,2.604793,0.003664,2.34496,0.0,0.256169,0.0,,0.227881
8313,Canada,1990,-5.021916666666667,0.27125,North America,CAN,458.218336,99.152201,212.870748,125.278127,5.823211,11.958214,3.135836,16.567775
8314,Cape Verde,1990,24.745333333333335,0.7729166666666667,Africa,CPV,0.179536,0.0,0.179536,0.0,0.0,0.0,,0.492469
8315,Central African Republic,1990,25.71591666666667,0.58225,Africa,CAF,0.1832,0.0,0.1832,0.0,0.0,0.0,,0.065214
8316,Chad,1990,27.619250000000005,0.7478333333333333,Africa,TCD,0.377392,0.0,0.377392,0.0,,0.0,,0.064765
8317,Chile,1990,9.83125,0.26916666666666667,South America,CHL,32.891315,10.707394,18.527236,2.612721,0.6592,0.384763,,2.465086
8318,China,1990,7.636,0.1845,Asia,CHN,2484.85482,1976.684032,330.29128,29.301008,84.5131,0.0,64.0654,2.153806
8319,Christmas Island,1990,26.449333333333332,0.5338333333333333,Oceania,CXR,0.0,,,,,,,0.0
8320,Colombia,1990,25.219166666666666,0.2961666666666667,South America,COL,56.897743,13.883794,31.113036,8.372781,2.722,0.806132,,1.745255
8321,Comoros,1990,26.15325,0.35425,Africa,COM,0.065952,0.0,0.065952,0.0,0.0,0.0,,0.152979
8322,Congo,1990,24.766499999999997,0.26133333333333336,Africa,COG,1.007907,0.0,0.97096,0.0,0.036947,0.0,,0.422526
8324,Costa Rica,1990,26.29025,0.39425,North America,CRI,2.913015,0.0,2.645408,0.0,0.267607,0.0,,0.92235
8325,Croatia,1990,12.434416666666666,0.2896666666666667,Europe,HRV,22.979789,2.982409,13.239361,4.872836,1.093483,0.582517,0.209182,4.715053
8326,Cuba,1990,26.133416666666665,0.28450000000000003,North America,CUB,29.64842,0.556997,27.516398,0.069625,1.5054,0.0,,2.789998
8327,Curaçao,1990,27.691916666666668,0.38175,,CUW,4.783163,0.0,4.783163,0.0,0.0,0.0,,30.770578
8328,Cyprus,1990,19.194416666666665,0.27475,Asia,CYP,4.653217,0.23174,3.702589,0.001815,0.667664,0.0,0.049409,5.901353
8329,Czech Republic,1990,8.962666666666667,0.24641666666666664,Europe,CZE,164.210748,123.419298,22.498455,12.564474,2.489184,0.458444,2.780893,15.940946
8331,Denmark,1990,-17.870333333333335,0.5906666666666667,Europe,DNK,53.584858,24.005216,23.186911,4.350278,0.882403,0.34073,0.819319,10.415702
8332,Djibouti,1990,29.302999999999997,0.6800833333333333,Africa,DJI,0.2748,0.0,0.2748,0.0,,0.0,,0.476114
8333,Dominica,1990,26.629833333333334,0.28991666666666666,North America,DMA,0.058624,0.0,0.058624,0.0,0.0,0.0,,0.843741
8334,Dominican Republic,1990,26.171166666666668,0.41641666666666666,North America,DOM,8.936017,0.025648,8.452848,0.0,0.457521,0.0,,1.253473
8335,Ecuador,1990,22.434749999999998,0.282,South America,ECU,16.45782,0.0,13.260016,0.509296,1.017724,1.670784,,1.574936
8336,Egypt,1990,23.09141666666667,0.33991666666666664,Africa,EGY,75.217533,3.360051,52.075293,13.015159,6.76703,0.0,,1.314656
8337,El Salvador,1990,25.5665,0.4609166666666667,North America,SLV,2.475071,0.0,2.1984,0.0,0.276671,0.0,,0.461149
8338,Equatorial Guinea,1990,25.285,0.41975,Africa,GNQ,0.062288,0.0,0.062288,0.0,0.0,0.0,,0.133795
8339,Eritrea,1990,27.448083333333333,0.5890833333333333,Africa,ERI,0.0,,,,0.0,,,0.0
8340,Estonia,1990,6.698583333333333,0.36508333333333337,Europe,EST,36.922213,24.43341,9.141815,2.720826,0.483038,9.7e-05,0.143028,23.507242
8341,Ethiopia,1990,23.379583333333333,0.47775000000000006,Africa,ETH,2.986507,0.0,2.846928,0.0,0.139579,0.0,,0.062377
8342,Faroe Islands,1990,7.401833333333333,0.3755833333333333,Europe,FRO,0.703488,0.0,0.703488,0.0,0.0,0.0,,14.816824
8343,Federated States Of Micronesia,1990,27.26825,0.4383333333333333,Oceania,FSM,0.0,,,,,,,0.0
8344,Fiji,1990,25.400499999999997,0.31975000000000003,Oceania,FJI,0.80122,0.062288,0.707152,0.0,0.03178,0.0,,1.026639
8345,Finland,1990,2.9432500000000004,0.26458333333333334,Europe,FIN,56.914337,22.131907,27.658059,5.152646,0.729179,0.111493,1.131052,11.413581
8346,France,1990,14.038833333333335,0.23841666666666664,Europe,FRA,393.422903,80.233081,233.957341,59.116116,10.794633,4.304655,5.017077,6.973989
8347,French Guiana,1990,26.229666666666663,0.2705,South America,GUF,0.720213,0.0,0.720213,0.0,0.0,0.0,,6.321482
8348,French Polynesia,1990,26.849166666666665,0.5612499999999999,Oceania,PYF,0.43968,0.0,0.43968,0.0,0.0,0.0,,2.082913
8349,Gabon,1990,24.570833333333336,0.3466666666666667,Africa,GAB,4.484725,0.0,0.846384,0.205184,0.047621,3.385536,,4.562154
8350,Gambia,1990,28.135666666666665,0.4314166666666666,Africa,GMB,0.197856,0.0,0.197856,0.0,0.0,0.0,,0.190134
8351,Georgia,1990,8.84425,0.30216666666666664,Asia,GEO,15.947821,1.060688,6.018793,8.473564,0.275618,0.119157,,2.957882
8352,Germany,1990,9.6895,0.21966666666666668,Europe,DEU,1051.979103,569.133933,330.471639,122.299717,15.297268,3.840458,10.93609,13.254082
8353,Ghana,1990,27.24475,0.35958333333333337,Africa,GHA,3.790882,0.007328,3.506448,0.0,0.277106,0.0,,0.245412
8354,Greece,1990,15.499333333333334,0.2980833333333333,Europe,GRC,83.43804,39.787137,35.974605,0.858173,5.761694,0.042698,1.013733,8.099007
8355,Greenland,1990,-18.437916666666666,0.6046666666666667,North America,GRL,0.624506,0.0,0.624506,0.0,0.0,0.0,,11.232324
8356,Grenada,1990,27.20566666666667,0.25708333333333333,North America,GRD,0.106256,0.0,0.106256,0.0,0.0,0.0,,1.072784
8357,Guadeloupe,1990,26.832916666666666,0.27225,North America,GLP,1.335743,0.0,1.335743,0.0,0.0,0.0,,3.407935
8358,Guatemala,1990,23.599500000000003,0.317,North America,GTM,4.972245,0.0,4.228811,0.018307,0.725128,0.0,,0.547316
8359,Guinea,1990,26.011166666666668,0.28675,Africa,GIN,1.003936,0.0,1.003936,0.0,0.0,0.0,,0.157997
8360,Guinea Bissau,1990,27.363500000000002,0.4375833333333334,Africa,GNB,0.172208,0.0,0.172208,0.0,0.0,0.0,,0.176886
8361,Guyana,1990,26.565750000000005,0.40875,South America,GUY,1.128512,0.0,1.128512,0.0,,0.0,,1.510491
8362,Haiti,1990,26.942916666666665,0.40625,North America,HTI,0.994997,0.032976,0.875696,0.0,0.086325,0.0,,0.143675
8363,Honduras,1990,25.209500000000002,0.35966666666666663,North America,HND,2.504658,0.003659,2.224469,0.0,0.27653,0.0,,0.495654
8364,Hong Kong,1990,23.260583333333333,0.28983333333333333,Asia,HKG,27.14769,18.10872,8.301509,0.0,0.737462,0.0,,4.649712
8365,Hungary,1990,10.920333333333334,0.27708333333333335,Europe,HUN,73.225536,26.417065,22.813663,20.405939,1.750724,0.485158,1.352987,7.05721
8366,Iceland,1990,1.7747500000000003,0.31525,Europe,ISL,2.215856,0.282147,1.819455,0.000177,0.051561,0.061358,0.001157,8.688983
8367,India,1990,24.17816666666667,0.2363333333333333,Asia,IND,577.996538,366.514068,158.166611,21.097187,22.347914,9.870757,,0.664019
8368,Indonesia,1990,26.23783333333333,0.2775,Asia,IDN,144.796133,6.946944,76.987968,44.063264,7.718565,9.079392,,0.794885
8369,Iran,1990,18.426416666666665,0.30933333333333335,Asia,IRN,209.943734,2.69304,139.28696,40.014544,6.13007,21.81912,,3.762862
8370,Iraq,1990,22.5415,0.34141666666666665,Asia,IRQ,49.057049,0.003664,33.210496,3.689648,4.173049,7.980192,,2.778117
8371,Ireland,1990,10.312666666666667,0.22558333333333333,Europe,IRL,32.94442,14.658914,12.399713,4.414026,0.884,6e-06,0.587761,9.452191
8372,Israel,1990,20.129833333333334,0.25275,Asia,ISR,35.82436,9.950414,24.821081,0.065945,0.986919,0.0,,7.458352
8373,Italy,1990,13.716916666666668,0.2051666666666667,Europe,ITA,439.54984,69.580088,256.164368,88.992265,15.845935,4.047634,4.919549,7.744476
8374,Jamaica,1990,26.740250000000003,0.36624999999999996,North America,JAM,7.527165,0.139164,7.166947,0.0,0.221054,0.0,,3.146769
8375,Japan,1990,13.590583333333333,0.20274999999999999,Asia,JPN,1158.129439,317.934282,670.647609,118.872345,38.701103,0.191682,11.782419,9.36344
8376,Jordan,1990,19.921583333333334,0.26891666666666664,Asia,JOR,10.476423,0.0,9.486096,0.230832,0.759495,0.0,,3.009959
8377,Kazakhstan,1990,6.55575,0.239,Asia,KAZ,278.781769,168.898922,62.818412,27.402821,1.015078,15.785021,2.861515,16.528665
8378,Kenya,1990,24.132416666666668,0.33225,Africa,KEN,5.687209,0.40304,4.664272,0.0,0.619897,0.0,,0.245538
8379,Kiribati,1990,27.075666666666667,0.6431666666666667,Oceania,KIR,0.021984,0.0,0.021984,0.0,0.0,0.0,,0.292636
8380,Kuwait,1990,25.758583333333334,0.7120833333333333,Asia,KWT,37.807037,0.0,22.117426,13.969479,0.375574,1.344558,,22.572201
8381,Kyrgyzstan,1990,4.492416666666666,0.35725,Asia,KGZ,19.322227,7.087929,7.565076,3.712039,0.694215,0.262968,,4.396677
8382,Laos,1990,24.057333333333332,0.38066666666666665,Asia,LAO,0.51296,0.003664,0.509296,0.0,,0.0,,0.118894
8383,Latvia,1990,7.325666666666668,0.2753333333333334,Europe,LVA,19.661396,2.811669,10.462118,5.493226,0.345783,1.1e-05,0.548588,7.310724
8384,Lebanon,1990,18.184583333333332,0.2800833333333333,Asia,LBN,7.868195,0.0,7.760352,0.0,0.107843,0.0,,2.189441
8385,Lesotho,1990,14.14725,0.29833333333333334,Africa,LSO,1.472928,1.142346,0.330582,0.0,0.0,0.0,,0.81875
